Word,Unicode_Sequence,Frequency,Language_ID
"(107, 97, 101)",7,0
"(112, 111, 115, 116, 97, 116, 105)",2,0
"(109, 111, 100, 97)",20,0
"(122, 97, 116, 111)",45,0
"(98, 108, 105, 122, 117)",7,0
"(112, 111, 115, 116, 97, 110, 101)",4,0
"(106, 101, 115, 105)",11,0
"(108, 105)",71,0
"(115, 97, 110, 106, 97, 111)",1,0
"(110, 101, 115, 114, 101, 117)",2,0
"(112, 111, 109, 111, 114)",1,0
"(112, 101, 110, 105, 99, 101)",1,0
"(110, 97, 112, 97, 111)",1,0
"(112, 97, 114, 97, 122, 105, 116)",1,0
"(109, 111, 114, 97, 108, 105)",1,0
"(115, 109, 111)",59,0
"(115, 112, 97, 108, 105, 116, 105)",1,0
"(100, 97, 108, 106, 101)",9,0
"(105, 109, 97, 108, 105)",4,0
"(107, 117, 107, 117, 114, 117, 122)",4,0
"(112, 111, 108, 106, 97)",3,0
"(107, 117, 107, 117, 114, 117, 122, 97)",1,0
"(97, 108, 105)",95,0
"(110, 97, 106, 118, 105, 101)",1,0
"(98, 105, 108, 111)",14,0
"(112, 114, 97, 105, 110, 101)",2,0
"(109, 111, 103, 117)",28,0
"(118, 97, 109)",12,0
"(111, 112, 105, 115, 97, 116, 105)",1,0
"(107, 111, 110, 116, 115, 116, 97, 110, 116, 110, 111)",1,0
"(110, 101, 112, 114, 101, 107, 105, 100, 110, 105)",1,0
"(107, 111, 118, 105, 116, 108, 97, 99)",1,0
"(105, 122, 114, 101, 122, 97, 108, 105)",1,0
"(98, 105, 115, 109, 111)",4,0
"(112, 111, 115, 116, 101, 108, 106, 105, 110, 117)",1,0
"(112, 111, 107, 114, 105, 118, 97, 108, 105)",1,0
"(110, 111, 115)",1,0
"(117, 115, 116, 97)",1,0
"(116, 97, 107, 111)",20,0
"(110, 105, 115, 109, 111)",9,0
"(112, 117, 110, 111)",16,0
"(117, 100, 105, 115, 97, 108, 105)",1,0
"(115, 117, 101)",1,0
"(115, 116, 97, 118, 108, 106, 97, 108, 105)",2,0
"(110, 97, 111, 112, 97, 107, 111)",2,0
"(97, 101)",1,0
"(111, 108, 106, 101)",1,0
"(112, 111, 117, 114, 105, 116, 101)",1,0
"(122, 97, 107, 97, 115, 110, 105, 116)",1,0
"(116, 111, 109)",8,0
"(52,)",3,0
"(115, 97, 116, 97)",3,0
"(101, 109, 111)",29,0
"(116, 97, 108, 105)",1,0
"(112, 114, 105, 97, 116, 105)",3,0
"(111,)",27,0
"(111, 116, 112, 111, 114, 110, 111, 115, 116, 105)",1,0
"(104, 101, 114, 98, 105, 99, 105, 100, 101)",1,0
"(100, 111, 98, 114, 111)",30,0
"(110, 101, 109, 111, 106)",15,0
"(115, 116, 111)",2,0
"(109, 111, 101)",30,0
"(111, 118, 111)",45,0
"(112, 111, 112, 114, 97, 118, 105, 116, 105)",2,0
"(109, 117)",12,0
"(117, 114, 97, 100, 105, 108, 97)",6,0
"(110, 105, 115, 97, 109)",23,0
"(106, 97)",37,0
"(112, 111, 103, 97, 97, 109)",1,0
"(116, 118, 111, 106)",9,0
"(111, 98, 111, 114, 105, 111)",1,0
"(103, 97)",43,0
"(115,)",33,0
"(112, 111, 108, 105, 99, 101)",1,0
"(111, 98, 97, 114, 97)",1,0
"(107, 110, 106, 105, 103, 101)",2,0
"(104, 101, 106)",12,0
"(112, 114, 111, 105, 116, 97, 108, 97)",1,0
"(122, 111, 118, 101)",3,0
"(112, 114, 105, 118, 105, 101, 110, 106, 101)",1,0
"(114, 101, 99, 105)",4,0
"(106, 111, 106)",8,0
"(112, 97)",25,0
"(98, 97)",13,0
"(110, 97, 117, 110, 111)",2,0
"(100, 111, 107, 97, 122, 97, 110, 111)",1,0
"(114, 101, 107, 97, 111)",17,0
"(110, 97, 117, 107, 97)",1,0
"(112, 114, 105, 122, 110, 97, 106, 101)",1,0
"(111, 110, 111)",9,0
"(122, 110, 97, 109, 111)",4,0
"(101, 116, 111)",5,0
"(116, 105)",71,0
"(115, 97, 100, 97)",18,0
"(115, 97, 109, 111)",35,0
"(112, 111, 110, 105)",4,0
"(117, 118, 97, 116, 105)",1,0
"(110, 97, 101)",7,0
"(115, 116, 118, 97, 114, 105)",10,0
"(99, 111, 111, 112)",12,0
"(112, 111, 112, 114, 105, 97, 106, 109, 111)",1,0
"(110, 97, 117, 99, 105)",1,0
"(109, 105)",75,0
"(114, 101, 105)",11,0
"(98, 111, 106, 105)",1,0
"(116, 97, 109, 111)",26,0
"(110, 101, 107, 111, 103)",2,0
"(100, 117, 104, 97)",1,0
"(116, 114, 101, 98, 97)",15,0
"(105, 105)",5,0
"(115, 97, 107, 117, 112, 105, 116, 105)",1,0
"(105, 110, 106, 101, 110, 105, 99, 101)",1,0
"(97, 110, 97, 108, 105, 122, 105, 114, 97, 116, 105)",1,0
"(115, 97, 122, 110, 97, 116, 105)",2,0
"(107, 97, 107, 111)",30,0
"(105, 122, 110, 105, 106, 101, 116, 105)",1,0
"(115, 118, 111, 106, 101)",4,0
"(122, 97, 107, 108, 106, 117, 107, 101)",1,0
"(118, 97, 105)",4,0
"(114, 101, 100, 117)",13,0
"(98, 117, 100, 105, 116, 101)",2,0
"(100, 111, 98, 114, 105)",2,0
"(107, 111, 108, 105)",4,0
"(101, 107, 97, 106)",2,0
"(115, 97, 115, 116, 97, 110, 97, 107)",2,0
"(114, 111, 100, 105, 116, 101, 108, 106, 115, 107, 105)",1,0
"(97,)",61,0
"(100, 106, 101, 100, 111, 118, 115, 107, 105)",1,0
"(112, 111, 108, 97, 107, 111)",9,0
"(116, 117, 114, 98, 111)",2,0
"(112, 114, 97, 110, 106, 97, 118, 97)",1,0
"(111, 108, 117, 106, 97)",1,0
"(110, 101, 108, 115, 111, 110)",1,0
"(117, 110, 105, 116, 97, 118, 97)",1,0
"(115, 97, 118)",3,0
"(117, 114, 111, 100)",1,0
"(112, 97, 114, 97, 122, 105, 116, 105)",1,0
"(122, 97, 100, 110, 106, 97)",4,0
"(101, 116, 118, 97)",1,0
"(98, 97, 109, 108, 106, 101)",1,0
"(122, 97, 117, 118, 105, 106, 101, 107)",3,0
"(116, 114, 101, 98, 97, 111)",6,0
"(112, 111, 115, 105, 106, 97, 116, 105)",1,0
"(111, 115, 116, 97, 108, 105)",8,0
"(98, 117, 100, 105)",4,0
"(102, 105, 110)",1,0
"(112, 114, 101, 109, 97)",12,0
"(103, 105, 99, 105)",1,0
"(104, 97, 110, 108, 101, 121)",2,0
"(115, 97, 109, 97)",4,0
"(122, 110, 97, 105)",11,0
"(114, 101, 112, 111, 112, 117, 108, 97, 99, 105, 106, 97)",1,0
"(122, 101, 109, 108, 106, 101)",5,0
"(111, 100, 114, 97, 105, 118, 97, 116, 105)",1,0
"(109, 108, 97, 100, 105, 117)",1,0
"(103, 108, 101, 100, 97, 116, 105)",5,0
"(115, 118, 111, 106, 97)",1,0
"(112, 111, 115, 108, 97)",2,0
"(115, 116, 97, 114, 101)",1,0
"(117, 98, 97, 99, 105)",1,0
"(100, 114, 117, 103, 117)",4,0
"(116, 114, 101, 117)",1,0
"(110, 97, 105)",13,0
"(98, 114, 122, 105, 110, 117)",2,0
"(103, 108, 117, 112, 97, 111)",1,0
"(122, 97, 118, 101, 105)",2,0
"(116, 111, 109, 101)",9,0
"(111, 110, 97)",19,0
"(103, 117, 109, 97)",3,0
"(112, 117, 107, 108, 97)",1,0
"(109, 117, 114, 112, 104, 105, 106, 101, 118)",3,0
"(122, 97, 107, 111, 110)",5,0
"(105, 122, 118, 97, 100, 105)",1,0
"(114, 101, 122, 101, 114, 118, 110, 117)",1,0
"(114, 101, 122, 101, 114, 118, 110, 97)",1,0
"(122, 97, 107, 114, 112, 105)",1,0
"(98, 105)",34,0
"(117, 114, 97, 100, 105, 116, 105)",6,0
"(115, 107, 111, 110, 116, 97, 106)",1,0
"(110, 101, 117)",6,0
"(117, 118, 105, 106, 101, 107)",10,0
"(116, 117)",17,0
"(112, 111, 109, 111, 103, 110, 101, 109)",1,0
"(100, 101, 97, 118, 97)",1,0
"(115, 116, 101)",28,0
"(109, 97, 109, 97)",3,0
"(100, 97, 108, 105)",2,0
"(105, 109, 101)",5,0
"(112, 111)",8,0
"(110, 101, 101, 109, 117)",2,0
"(108, 111, 101, 109)",1,0
"(110, 101, 116, 111)",19,0
"(108, 111, 101)",4,0
"(100, 101, 115, 105, 116, 105)",6,0
"(97, 107, 111)",39,0
"(110, 97, 109, 97)",1,0
"(117, 108, 97, 122, 105, 116, 101)",3,0
"(105, 100, 101, 109, 111)",7,0
"(112, 114, 97, 122, 110, 97)",1,0
"(100, 114, 111, 110)",2,0
"(105, 110, 100, 105, 106, 115, 107, 101)",1,0
"(97, 118, 105, 106, 97, 99, 105, 106, 101)",1,0
"(115, 111, 108, 97, 114, 110, 101)",1,0
"(101, 108, 105, 106, 101)",1,0
"(110, 97, 112, 97, 106, 97, 116, 105)",1,0
"(99, 105, 106, 101, 108, 117)",2,0
"(102, 97, 114, 109, 117)",4,0
"(112, 114, 101, 117, 122, 109, 105)",3,0
"(118, 111, 108, 97, 110)",1,0
"(118, 111, 122, 105)",3,0
"(117, 112, 101, 114, 105)",1,0
"(116, 97, 110, 111)",7,0
"(110, 106, 101, 103, 97)",3,0
"(98, 114, 101)",11,0
"(103, 117, 98, 105, 109)",3,0
"(112, 114, 97, 118, 111)",4,0
"(111, 115, 116, 97, 110, 105)",8,0
"(110, 106, 101, 109, 117)",3,0
"(98, 114, 97, 118, 111)",2,0
"(115, 107, 111, 114, 111)",5,0
"(115, 114, 101, 100, 105, 111)",1,0
"(115, 116, 97, 106, 97, 116)",1,0
"(115, 116, 97, 110, 105)",1,0
"(115, 116, 97, 106, 101, 109)",1,0
"(112, 114, 101, 116, 112, 111, 115, 116, 97, 118, 108, 106, 97, 109)",3,0
"(111, 100, 103, 111, 118, 111, 114, 105, 111)",1,0
"(110, 97, 115)",54,0
"(112, 114, 101, 107, 111)",5,0
"(114, 117, 98, 97)",1,0
"(108, 105, 116, 105, 99, 101)",1,0
"(105, 122, 103, 117, 98, 105, 108, 105)",2,0
"(101, 108, 105)",7,0
"(111, 107, 114, 101, 110, 117, 116, 105)",3,0
"(111, 118, 97, 107, 111)",9,0
"(115, 112, 117, 115, 116, 105)",2,0
"(108, 97, 103, 97, 110, 111)",1,0
"(107, 111, 100)",5,0
"(114, 101, 122, 101, 114, 118, 111, 97, 114, 97)",1,0
"(102, 105, 110, 111)",2,0
"(111, 100, 114, 97, 101, 110, 111)",1,0
"(109, 105, 115, 108, 105)",9,0
"(107, 111, 108, 105, 107, 111)",16,0
"(103, 111, 114, 101)",3,0
"(100, 101, 108, 104, 105)",1,0
"(107, 111, 110, 116, 114, 111, 108, 110, 105)",1,0
"(99, 101, 110, 116, 97, 114)",1,0
"(112, 114, 101, 115, 116, 97, 111)",4,0
"(114, 97, 100, 105, 116, 105)",5,0
"(107, 97, 100, 97)",39,0
"(112, 114, 105, 106, 101)",23,0
"(49, 48)",7,0
"(103, 111, 100, 105, 110, 97)",22,0
"(108, 101, 116, 105)",1,0
"(108, 101, 116, 105, 111)",2,0
"(116, 111, 108, 105, 107, 111)",5,0
"(110, 105, 115, 107, 111)",1,0
"(122, 110, 97, 109)",17,0
"(115, 117, 110, 99, 101)",1,0
"(115, 112, 97, 108, 105, 108, 111)",1,0
"(109, 111, 122, 97, 107)",1,0
"(105, 108, 105)",16,0
"(116, 114, 97, 105, 111)",1,0
"(100, 97, 106)",5,0
"(118, 101, 108, 105, 107, 105)",1,0
"(97, 114, 97, 102, 99, 105, 103, 101, 114)",1,0
"(110, 101, 107, 105)",7,0
"(115, 105, 103, 110, 97, 108)",5,0
"(110, 106, 105, 109)",2,0
"(114, 97, 100, 105, 116)",1,0
"(100, 114, 117, 116, 118, 101, 110, 111)",1,0
"(107, 111, 114, 105, 115, 116, 97, 110)",1,0
"(112, 111, 115, 97, 111)",1,0
"(118, 111, 110, 106, 97)",2,0
"(107, 111, 109, 98, 97, 106, 110, 97)",1,0
"(109, 111, 101, 109, 111)",20,0
"(111, 115, 116, 97, 118, 105, 116, 105)",2,0
"(110, 105, 107, 111, 103, 97)",1,0
"(112, 111, 118, 114, 105, 106, 101, 100, 105, 111)",1,0
"(111, 118, 117)",6,0
"(115, 116, 118, 97, 114)",4,0
"(110, 97, 117, 105, 116, 105)",3,0
"(112, 114, 105, 108, 97, 103, 111, 100, 105)",1,0
"(104, 111, 101, 116, 101)",3,0
"(115, 97)",28,0
"(109, 110, 111, 109)",4,0
"(105, 109, 97, 109)",14,0
"(110, 97, 115, 116, 97, 118, 117)",1,0
"(111, 118, 97)",8,0
"(109, 97, 108, 111)",13,0
"(112, 114, 105, 101, 107, 97, 116, 105)",1,0
"(111, 100, 101)",3,0
"(104, 111, 117)",4,0
"(110, 97, 108, 106, 117, 116, 105, 116, 105)",1,0
"(110, 101, 101)",13,0
"(109, 101, 110, 101)",12,0
"(116, 101)",27,0
"(109, 111, 108, 105, 109)",11,0
"(112, 114, 97, 118, 105, 116)",1,0
"(102, 114, 107, 117)",1,0
"(115, 109, 105, 114, 105)",1,0
"(98, 105, 116)",8,0
"(100, 111, 98, 97, 114)",6,0
"(107, 97, 115, 110, 105)",1,0
"(112, 114, 111, 98, 117, 105, 108, 97)",1,0
"(110, 97, 109)",22,0
"(115, 118, 114, 97, 116, 105, 111)",1,0
"(100, 111)",25,0
"(112, 114, 111, 100, 97, 118, 110, 105, 99, 101)",1,0
"(97, 122, 105, 106, 115, 107, 105, 109)",1,0
"(108, 101, 116, 106, 101, 108, 105, 99, 97, 109, 97)",1,0
"(122, 97)",81,0
"(110, 97, 100, 103, 108, 101, 100, 97, 110, 106, 101)",1,0
"(105, 115, 112, 114, 97, 118, 110, 105, 109)",1,0
"(115, 111, 108, 97, 114, 110, 105, 109)",1,0
"(101, 108, 105, 106, 97, 109, 97)",1,0
"(115, 106, 101, 100, 105, 116, 101)",3,0
"(100, 111, 98, 105, 108, 105)",1,0
"(116, 111, 109, 111, 118, 101)",1,0
"(114, 101, 122, 117, 108, 116, 97, 116, 101)",1,0
"(111, 100, 108, 105, 97, 110)",2,0
"(110, 97, 100, 97, 114, 101, 110)",1,0
"(102, 97, 107, 117, 108, 116, 101, 116)",1,0
"(117, 110, 105, 118, 101, 114, 122, 105, 116, 101, 116, 105)",1,0
"(112, 114, 105, 109, 97, 106, 117)",1,0
"(110, 101, 107, 111, 108, 105, 107, 111)",6,0
"(115, 116, 117, 100, 101, 110, 97, 116, 97)",1,0
"(110, 101, 109, 97, 106, 117)",2,0
"(115, 114, 101, 100, 115, 116, 97, 118, 97)",2,0
"(114, 101, 100, 111, 118, 110, 111)",1,0
"(112, 108, 97, 97, 109)",1,0
"(112, 111, 114, 101, 122, 101)",1,0
"(103, 100, 106, 101)",16,0
"(116, 97, 106)",4,0
"(110, 111, 118, 97, 99)",1,0
"(105, 100, 101)",8,0
"(118, 111, 106, 115, 107, 97)",1,0
"(118, 105, 101)",16,0
"(112, 111, 115, 116, 111, 106, 105)",10,0
"(110, 105)",17,0
"(117, 110, 105, 118, 101, 114, 122, 105, 116, 101, 116, 117)",1,0
"(103, 108, 101)",5,0
"(114, 101, 97, 108, 97, 110)",1,0
"(118, 101)",15,0
"(109, 111, 109)",1,0
"(115, 105, 110, 117)",1,0
"(122, 97, 116, 118, 97, 114, 97)",1,0
"(118, 114, 97, 116, 97)",4,0
"(102, 97, 107, 117, 108, 116, 101, 116, 97)",1,0
"(49, 53)",2,0
"(110, 101, 109, 97)",23,0
"(100, 111, 118, 111, 108, 106, 110, 111)",11,0
"(98, 111, 100, 111, 118, 97)",1,0
"(107, 111, 108, 105, 107, 105)",3,0
"(111, 98, 105, 109)",1,0
"(115, 116, 114, 117, 107, 97)",1,0
"(111, 107, 111)",12,0
"(56, 48)",3,0
"(56, 52)",1,0
"(99, 109)",1,0
"(107, 111, 110, 116, 97, 109)",1,0
"(115, 118, 111, 106, 117)",11,0
"(103, 117, 122, 105, 99, 117)",1,0
"(109, 106, 101, 114, 105)",1,0
"(100, 118, 97)",3,0
"(112, 117, 116, 97)",6,0
"(98, 117, 100, 117, 110, 111, 115, 116)",3,0
"(109, 111, 103)",2,0
"(115, 105, 110, 97)",1,0
"(106, 101, 100, 110, 111, 109)",8,0
"(109, 97)",1,0
"(111, 98, 114, 97, 122, 111, 118, 97, 110)",1,0
"(111, 118, 106, 101, 107)",2,0
"(105, 115, 107, 117, 115, 97, 110)",1,0
"(112, 105, 108, 111, 116)",3,0
"(105, 110, 105, 110, 106, 101, 114)",2,0
"(111, 107)",24,0
"(116, 114, 101, 98, 97, 106, 117)",3,0
"(105, 110, 105, 110, 106, 101, 114, 105)",1,0
"(98, 101, 122)",9,0
"(116, 101, 108, 101, 118, 105, 122, 111, 114, 97)",1,0
"(97, 118, 105, 111, 110, 97)",1,0
"(104, 114, 97, 110, 101)",3,0
"(115, 118, 105, 106, 101, 116, 117)",3,0
"(102, 97, 114, 109, 101, 114, 105)",4,0
"(110, 101, 111, 98, 114, 97, 122, 111, 118, 97, 110, 105)",1,0
"(103, 101, 110, 101, 114, 97, 99, 105, 106, 97)",2,0
"(117, 118, 97, 114, 97)",1,0
"(115, 105, 116, 117, 97, 99, 105, 106, 97)",1,0
"(112, 111, 112, 114, 97, 118, 108, 106, 97)",1,0
"(116, 118, 111, 106, 105)",2,0
"(117, 110, 117, 99, 105)",1,0
"(106, 101, 115, 109, 111)",2,0
"(122, 97, 118, 114, 105, 108, 105)",1,0
"(112, 111, 112, 114, 105, 97, 116, 105)",2,0
"(109, 117, 114, 112, 104, 105)",1,0
"(111, 100, 108, 105, 110, 97)",1,0
"(118, 101, 111, 109, 97)",8,0
"(98, 105, 115, 116, 114, 97)",1,0
"(110, 97, 112, 114, 97, 118, 105, 108, 97)",2,0
"(109, 97, 108, 105)",2,0
"(112, 114, 111, 98, 108, 101, 109)",6,0
"(100, 111, 110, 105, 106, 101, 108, 97)",1,0
"(117, 101, 110, 105, 99, 105, 109, 97)",2,0
"(100, 105, 111)",4,0
"(115, 108, 105, 106, 101, 116, 97, 110, 106, 117)",1,0
"(109, 106, 101, 115, 101, 99)",2,0
"(106, 101, 100, 97, 110)",15,0
"(111, 100)",33,0
"(109, 111, 106, 105, 104)",1,0
"(117, 100, 98, 101, 110, 105, 107, 97)",1,0
"(118, 111, 108, 105, 108, 97)",1,0
"(115, 108, 105, 107, 101)",2,0
"(115, 116, 97, 114, 105)",4,0
"(116, 101, 107, 115, 116)",1,0
"(107, 111, 106, 105)",13,0
"(122, 97, 109, 106, 101, 110, 105, 108, 105)",1,0
"(105, 115, 112, 114, 97, 118, 108, 106, 101, 110, 111, 109)",2,0
"(118, 101, 114, 122, 105, 106, 111, 109)",1,0
"(109, 105, 115, 105, 106, 101)",5,0
"(97, 112, 111, 108, 111)",1,0
"(115, 117)",65,0
"(108, 97, 105, 114, 97, 110, 101)",1,0
"(105, 122, 97, 122, 111, 118, 101)",1,0
"(98, 97, 110, 107, 114, 111, 116)",1,0
"(115, 115, 115, 114, 97)",1,0
"(118, 106, 101, 114, 117, 106, 101, 116, 101)",1,0
"(118, 106, 101, 114, 117, 106, 101, 109)",4,0
"(98, 105, 108, 97)",10,0
"(98, 114, 105, 108, 106, 97, 110, 116, 110, 97)",1,0
"(112, 114, 111, 112, 97, 103, 97, 110, 100, 97)",1,0
"(115, 111, 118, 106, 101, 116, 105)",1,0
"(100, 111, 118, 101, 100, 117)",1,0
"(98, 97, 110, 107, 114, 111, 116, 97)",1,0
"(117, 108, 97, 117, 105)",1,0
"(114, 97, 107, 101, 116, 101)",1,0
"(98, 101, 115, 107, 111, 114, 105, 115, 110, 101)",2,0
"(109, 97, 105, 110, 101)",2,0
"(101, 108, 105, 109, 111)",3,0
"(112, 111, 110, 111, 118, 105)",2,0
"(114, 97, 115, 105, 112, 110, 105, 116, 118, 111)",1,0
"(50, 48)",1,0
"(118, 105, 106, 101, 107, 97)",1,0
"(116, 114, 101, 98, 97, 109, 111)",11,0
"(100, 106, 101, 99, 117)",8,0
"(117, 105, 116, 105)",1,0
"(111, 118, 111, 106)",1,0
"(112, 108, 97, 110, 101, 116, 105)",7,0
"(103, 111, 118, 111, 114, 105, 116, 105)",1,0
"(105, 109)",6,0
"(110, 97, 112, 117, 115, 116, 101)",1,0
"(106, 101, 100, 110, 97)",5,0
"(98, 101, 115, 107, 111, 114, 105, 115, 110, 105, 104)",1,0
"(109, 97, 105, 110, 97)",5,0
"(107, 111, 106, 117)",10,0
"(110, 97, 112, 114, 97, 118, 105, 108, 105)",2,0
"(109, 97, 103, 110, 101, 116, 110, 117)",1,0
"(114, 101, 122, 111, 110, 97, 110, 99, 117)",1,0
"(111, 115, 116, 97, 108, 97)",2,0
"(116, 97, 107, 118, 97)",2,0
"(100, 111, 107, 116, 111, 114, 105)",1,0
"(112, 114, 111, 110, 97, 108, 105)",1,0
"(99, 105, 115, 116, 117)",1,0
"(109, 111, 122, 103, 117)",1,0
"(109, 111, 106, 101)",9,0
"(101, 110, 101)",2,0
"(110, 106, 101, 110, 101)",2,0
"(115, 109, 114, 116, 105)",5,0
"(117, 109, 106, 101, 115, 116, 111)",4,0
"(112, 111, 115, 108, 105, 106, 101)",4,0
"(115, 106, 101, 100, 105, 108, 97)",1,0
"(111, 118, 100, 106, 101)",48,0
"(115, 108, 117, 97, 108, 97)",1,0
"(106, 101, 114)",15,0
"(115, 109, 105, 114, 101, 110, 105, 106, 97)",1,0
"(97, 111)",11,0
"(122, 98, 111, 103)",11,0
"(118, 97, 101)",2,0
"(103,)",3,0
"(99, 111, 111, 112, 101, 114)",20,0
"(112, 111, 116, 117, 107, 108, 97)",1,0
"(111, 118, 101)",10,0
"(98, 101, 115, 109, 105, 115, 108, 105, 99, 101)",1,0
"(97, 112, 111, 108, 108, 111, 117)",1,0
"(115, 116, 111, 103, 97)",2,0
"(98, 111, 108, 106, 101)",4,0
"(118, 97, 109, 97)",4,0
"(112, 114, 101, 110, 101, 115, 101, 109, 111)",1,0
"(118, 105, 100, 105, 109, 111)",5,0
"(109, 105, 115, 108, 105, 116, 101)",3,0
"(112, 114, 101, 100, 117, 122, 101, 116, 105)",1,0
"(112, 111, 98, 111, 108, 106, 97, 108, 105)",1,0
"(110, 106, 101, 110, 111)",1,0
"(112, 111, 110, 97, 97, 110, 106, 101)",1,0
"(122, 110, 97, 116, 101)",3,0
"(115, 117, 116, 114, 97)",1,0
"(110, 97, 118, 101, 101)",1,0
"(117, 116, 97, 107, 109, 105, 99, 97)",1,0
"(111, 98, 111, 97, 118, 97)",1,0
"(98, 101, 106, 122, 98, 111, 108)",2,0
"(105, 103, 114, 97)",1,0
"(110, 106, 101, 110)",2,0
"(111, 109, 105, 108, 106, 101, 110, 105)",1,0
"(116, 105, 109)",4,0
"(115, 108, 97, 116, 107, 105, 97)",1,0
"(115, 111, 107, 111, 118, 97)",1,0
"(109, 105, 115, 108, 105, 109)",9,0
"(111, 100, 118, 101, 115, 116, 105)",1,0
"(117, 116, 97, 107, 109, 105, 99, 117)",1,0
"(115, 117, 115, 112, 101, 110, 100, 111, 118, 97, 110, 97)",1,0
"(107, 111, 109, 98, 97, 106, 110, 105)",1,0
"(107, 111, 106, 101)",10,0
"(112, 111, 112, 114, 97, 118, 108, 106, 97, 111)",1,0
"(112, 111, 97, 110, 100, 114, 99, 97, 108, 105)",1,0
"(114, 101, 115, 101, 116, 117, 106)",1,0
"(107, 111, 110, 116, 114, 111, 108, 101)",3,0
"(117, 114, 97, 100, 105, 111)",1,0
"(100, 111, 105)",9,0
"(112, 111, 103, 108, 101, 100, 97, 106)",6,0
"(111, 100, 106, 101, 100, 110, 111, 109)",3,0
"(107, 114, 101, 110, 117, 108, 105)",1,0
"(110, 106, 105, 118, 101)",1,0
"(111, 118, 97, 109, 111)",6,0
"(117, 116, 105, 101)",2,0
"(107, 111, 109, 112, 97, 115)",1,0
"(110, 101, 107, 111)",9,0
"(109, 97, 103, 110, 101, 116, 110, 111)",1,0
"(112, 111, 108, 106, 101)",2,0
"(107, 110, 106, 105, 103, 97, 109, 97)",1,0
"(112, 111, 115, 101, 98, 110, 111)",1,0
"(105, 115, 116, 114, 97, 117, 106, 101, 109)",1,0
"(98, 114, 111, 106, 105, 109)",1,0
"(112, 114, 97, 122, 110, 101)",1,0
"(112, 114, 111, 115, 116, 111, 114, 101)",1,0
"(115, 108, 117, 97, 106, 117)",1,0
"(107, 111, 109, 117, 110, 105, 99, 105, 114, 97, 116, 105)",2,0
"(112, 111, 107, 117, 97, 118, 97, 109)",2,0
"(109, 111, 114, 122, 101, 111, 118)",7,0
"(107, 100)",6,0
"(116, 97, 107, 101)",1,0
"(99, 114, 116, 105, 99, 101)",1,0
"(112, 111, 108, 105, 99, 97)",1,0
"(112, 111, 107, 117, 97, 118, 97)",2,0
"(116, 111, 98, 111, 109)",3,0
"(114, 101, 115, 101, 116, 111, 118, 97, 111)",1,0
"(107, 111, 109, 112, 97, 115, 101)",1,0
"(103, 112, 115, 111, 118, 101)",1,0
"(105, 115, 112, 114, 97, 118, 105, 109)",1,0
"(97, 110, 111, 109, 97, 108, 105, 106, 117)",2,0
"(107, 117, 97)",1,0
"(115, 97, 103, 114, 97, 101, 110, 97)",1,0
"(109, 97, 103, 110, 101, 116, 105, 115, 97, 110, 111, 106)",1,0
"(114, 117, 100, 105)",1,0
"(122, 110, 97, 108, 105)",2,0
"(117, 112, 97, 108, 105, 108, 105)",1,0
"(112, 114, 118, 105)",3,0
"(116, 114, 97, 107, 116, 111, 114)",1,0
